"","age","gender","employment","marital_status","treatment","correction"
"683",68,"Male",1,1,"control",0
"684",41,"Male",0,1,"control",0
"685",28,"Male",1,0,"responsibility",1
"686",39,"Male",1,1,"control",0
"687",75,"Male",0,1,"responsibility",1
"688",35,"Male",1,0,"acceptability",0
"689",44,"Male",1,1,"control",1
"690",79,"Male",1,1,"acceptability",1
"691",57,"Male",1,0,"acceptability",1
"692",66,"Male",0,1,"responsibility",1
"693",74,"Male",0,1,"acceptability",1
"694",53,"Male",0,0,"control",0
"695",38,"Male",1,1,"control",1
"696",75,"Male",0,1,"acceptability",0
"697",74,"Male",0,1,"acceptability",1
"698",63,"Male",0,1,"acceptability",1
"699",64,"Male",0,0,"acceptability",1
"700",73,"Male",0,0,"control",0
"701",53,"Male",0,0,"control",0
"702",66,"Male",0,1,"control",0
"703",58,"Male",1,0,"acceptability",0
"704",70,"Male",0,1,"control",1
"705",67,"Male",0,1,"control",1
"706",61,"Male",1,1,"acceptability",1
"707",70,"Male",0,1,"responsibility",1
"708",74,"Male",0,1,"responsibility",1
"709",62,"Male",0,1,"control",0
"710",60,"Male",1,1,"acceptability",1
"711",70,"Male",0,1,"acceptability",0
"712",63,"Male",0,1,"acceptability",1
"713",62,"Male",1,1,"control",0
"714",69,"Male",1,1,"responsibility",1
"715",60,"Male",0,0,"responsibility",0
"716",35,"Male",1,0,"responsibility",1
"717",73,"Male",0,0,"responsibility",0
"718",67,"Male",1,1,"responsibility",1
"719",50,"Male",0,1,"acceptability",1
"720",66,"Male",0,1,"acceptability",1
"721",35,"Male",1,1,"responsibility",1
"722",65,"Male",0,1,"acceptability",0
"723",55,"Male",1,1,"control",0
"724",69,"Male",0,1,"control",0
"725",40,"Male",1,1,"control",1
"726",39,"Male",1,0,"control",0
"727",62,"Male",0,0,"control",1
"728",52,"Male",0,1,"responsibility",0
"729",60,"Male",0,1,"responsibility",0
"730",19,"Male",0,0,"responsibility",0
"731",70,"Male",0,1,"acceptability",0
"732",50,"Male",1,0,"acceptability",0
"733",70,"Male",0,1,"responsibility",1
"734",55,"Male",1,1,"responsibility",1
"735",48,"Male",1,1,"acceptability",0
"736",64,"Male",0,1,"acceptability",1
"737",57,"Male",1,0,"control",1
"738",42,"Male",1,1,"control",1
"739",51,"Male",1,1,"control",1
"740",64,"Male",0,0,"responsibility",0
"741",50,"Male",1,1,"acceptability",0
"742",63,"Male",1,0,"acceptability",0
"743",69,"Male",0,0,"control",1
"744",77,"Male",0,1,"control",0
"745",50,"Male",1,0,"responsibility",1
"746",75,"Male",0,1,"control",0
"747",54,"Male",0,0,"control",0
"748",46,"Male",1,1,"responsibility",1
"749",53,"Male",1,0,"acceptability",0
"750",32,"Male",0,1,"control",0
"751",59,"Male",0,1,"responsibility",1
"752",48,"Male",1,1,"responsibility",0
"753",70,"Male",1,0,"acceptability",0
"754",30,"Male",0,0,"control",1
"755",38,"Male",1,1,"control",1
"756",72,"Male",1,1,"acceptability",0
"757",68,"Male",1,1,"responsibility",0
"758",71,"Male",0,0,"control",0
"759",55,"Male",0,0,"acceptability",1
"760",29,"Male",1,1,"control",0
"761",37,"Male",1,0,"control",0
"762",35,"Male",1,1,"responsibility",0
"763",68,"Male",0,0,"control",1
"764",40,"Male",1,0,"control",0
"765",75,"Male",0,1,"responsibility",0
"766",72,"Male",1,1,"control",0
"767",24,"Male",0,0,"responsibility",0
"768",66,"Male",0,1,"acceptability",0
"769",76,"Male",0,1,"responsibility",0
"770",57,"Male",1,1,"responsibility",0
"771",52,"Male",1,0,"control",1
"772",48,"Male",0,1,"control",0
"773",58,"Male",1,0,"control",0
"774",82,"Male",1,0,"control",0
"775",62,"Male",1,0,"control",0
"776",77,"Male",0,0,"responsibility",1
"777",76,"Male",0,1,"responsibility",0
"778",44,"Male",0,1,"acceptability",0
"779",68,"Male",0,1,"control",0
"780",81,"Male",0,0,"responsibility",1
"781",41,"Male",1,1,"responsibility",1
"782",66,"Male",0,1,"responsibility",0
"783",42,"Male",0,1,"acceptability",0
"784",62,"Male",1,1,"acceptability",1
"785",55,"Male",0,0,"acceptability",0
"786",57,"Male",0,0,"control",0
"787",55,"Male",1,1,"responsibility",0
"788",34,"Male",1,1,"acceptability",1
"789",63,"Male",1,1,"control",0
"790",66,"Male",0,0,"control",1
"791",50,"Male",1,0,"acceptability",1
"792",29,"Male",1,0,"acceptability",0
"793",47,"Male",1,1,"responsibility",0
"794",24,"Male",1,0,"acceptability",1
"795",71,"Male",0,1,"control",0
"796",30,"Male",1,1,"acceptability",1
"797",66,"Male",0,1,"responsibility",1
"798",46,"Male",1,1,"acceptability",1
"799",43,"Male",1,0,"responsibility",0
"800",53,"Male",1,0,"responsibility",0
"801",63,"Male",0,1,"responsibility",0
"802",54,"Male",0,1,"responsibility",0
"803",72,"Male",0,1,"acceptability",0
"804",59,"Male",1,1,"responsibility",0
"805",32,"Male",1,1,"acceptability",0
"806",67,"Male",0,1,"responsibility",0
"807",58,"Male",0,0,"responsibility",1
"808",60,"Male",0,1,"control",0
"809",35,"Male",1,1,"control",1
"810",63,"Male",1,0,"acceptability",1
"811",62,"Male",0,0,"control",1
"812",65,"Male",0,1,"acceptability",0
"813",49,"Male",1,1,"control",0
"814",59,"Male",1,1,"control",0
"815",36,"Male",1,1,"responsibility",0
"816",79,"Male",0,1,"responsibility",0
"817",45,"Male",1,1,"responsibility",1
"818",71,"Male",0,1,"responsibility",0
"819",47,"Male",1,0,"acceptability",0
"820",70,"Male",0,1,"responsibility",0
"821",63,"Male",0,1,"responsibility",0
"822",52,"Male",1,0,"control",0
"823",61,"Male",0,0,"acceptability",0
"824",66,"Male",0,1,"control",1
"825",60,"Male",1,1,"acceptability",0
"826",29,"Male",1,0,"control",0
"827",59,"Male",1,0,"control",1
"828",47,"Male",1,0,"acceptability",1
"829",44,"Male",1,1,"control",1
"830",53,"Male",1,1,"control",1
"831",46,"Male",1,0,"acceptability",1
"832",77,"Male",0,0,"acceptability",1
"833",72,"Male",0,1,"responsibility",0
"834",72,"Male",0,1,"control",1
"835",88,"Male",0,1,"control",0
"836",63,"Male",0,0,"acceptability",1
"837",72,"Male",0,0,"acceptability",0
"838",60,"Male",1,1,"acceptability",0
"839",61,"Male",1,0,"acceptability",1
"840",36,"Male",1,0,"acceptability",0
"841",60,"Male",1,1,"responsibility",1
"842",66,"Male",0,1,"responsibility",1
"843",60,"Male",1,1,"control",1
"844",69,"Male",1,0,"control",0
"845",33,"Male",1,1,"responsibility",1
"846",32,"Male",1,0,"control",0
"847",43,"Male",0,0,"acceptability",1
"848",71,"Male",0,1,"acceptability",1
"849",41,"Male",1,0,"control",0
"850",79,"Male",0,0,"responsibility",1
"851",68,"Male",0,0,"control",0
"852",76,"Male",0,0,"acceptability",0
"853",51,"Male",1,1,"acceptability",1
"854",34,"Male",1,1,"acceptability",0
"855",63,"Male",0,1,"responsibility",0
"856",34,"Male",0,0,"responsibility",0
"857",69,"Male",1,0,"acceptability",0
"858",44,"Female",1,1,"acceptability",1
"859",63,"Male",1,1,"control",0
"860",48,"Male",0,0,"acceptability",0
"861",64,"Male",0,1,"acceptability",0
"862",64,"Male",0,1,"control",1
"863",56,"Male",0,0,"responsibility",0
"864",74,"Male",0,0,"acceptability",0
"865",43,"Male",1,1,"acceptability",1
"866",77,"Male",0,1,"control",0
"867",49,"Male",0,1,"acceptability",0
"868",61,"Male",1,1,"acceptability",1
"869",68,"Male",0,1,"responsibility",0
"870",36,"Male",1,1,"control",1
"871",66,"Male",1,1,"acceptability",1
"872",52,"Male",1,1,"control",0
"873",62,"Male",0,1,"responsibility",0
"874",50,"Male",0,0,"control",1
"875",75,"Male",1,1,"control",1
"876",67,"Male",0,1,"control",1
"877",31,"Male",1,1,"acceptability",0
"878",57,"Male",1,1,"acceptability",1
"879",58,"Male",0,0,"responsibility",0
"880",56,"Male",1,1,"acceptability",0
"881",41,"Male",1,1,"responsibility",1
"882",68,"Male",0,1,"responsibility",1
"883",80,"Male",0,1,"responsibility",0
"884",66,"Male",0,1,"responsibility",0
"885",26,"Male",0,1,"control",1
"886",63,"Male",1,0,"acceptability",0
"887",55,"Male",1,1,"responsibility",0
"888",24,"Male",1,0,"responsibility",0
"889",66,"Male",0,1,"responsibility",0
"890",59,"Male",1,0,"acceptability",0
"891",69,"Male",0,0,"acceptability",0
"892",36,"Male",1,1,"acceptability",1
"893",54,"Male",1,0,"acceptability",0
"894",66,"Male",0,1,"responsibility",1
"895",62,"Male",1,0,"control",1
"896",28,"Male",1,1,"acceptability",0
"897",68,"Male",0,0,"acceptability",0
"898",50,"Male",1,0,"acceptability",1
"899",31,"Male",1,1,"responsibility",0
"900",67,"Male",1,1,"acceptability",1
"901",65,"Male",0,0,"acceptability",0
"902",38,"Male",0,0,"control",1
"903",75,"Male",0,1,"control",1
"904",48,"Male",1,0,"acceptability",1
"905",47,"Male",1,1,"control",0
"906",37,"Male",0,0,"acceptability",0
"907",71,"Male",1,1,"control",1
"908",26,"Male",0,0,"responsibility",1
"909",34,"Male",1,1,"control",1
"910",71,"Male",0,1,"acceptability",1
"911",44,"Male",1,1,"control",0
"912",28,"Male",0,0,"control",0
"913",64,"Male",0,1,"responsibility",0
"914",48,"Male",1,1,"responsibility",0
"915",29,"Male",0,0,"acceptability",1
"916",28,"Male",0,0,"control",0
"917",76,"Male",0,1,"control",0
"918",68,"Male",1,1,"acceptability",1
"919",51,"Male",1,0,"responsibility",0
"920",21,"Male",1,0,"control",0
"921",44,"Male",0,0,"acceptability",0
"922",79,"Male",0,0,"responsibility",1
"923",49,"Male",1,0,"acceptability",0
"924",60,"Male",1,1,"acceptability",0
"925",58,"Male",1,0,"acceptability",1
"926",65,"Male",1,0,"control",0
"927",59,"Male",1,1,"responsibility",0
"928",63,"Male",0,1,"acceptability",0
"929",56,"Male",0,0,"control",1
"930",69,"Male",1,1,"acceptability",0
"931",73,"Male",0,1,"acceptability",1
"932",56,"Male",0,0,"acceptability",0
"933",77,"Male",0,1,"responsibility",0
"934",44,"Male",1,1,"responsibility",1
"935",56,"Male",1,1,"control",0
"936",40,"Male",1,0,"control",0
"937",78,"Male",0,1,"acceptability",1
"938",24,"Male",0,0,"control",1
"939",25,"Male",1,1,"control",0
"940",66,"Male",1,0,"responsibility",1
"941",61,"Male",0,1,"responsibility",0
"942",76,"Male",0,1,"control",0
"943",81,"Male",0,0,"control",0
"944",67,"Male",0,1,"acceptability",0
"945",49,"Male",1,1,"acceptability",0
"946",45,"Male",1,1,"responsibility",1
"947",45,"Male",1,1,"control",0
"948",35,"Female",0,0,"control",0
"949",57,"Female",0,0,"responsibility",1
"950",76,"Female",0,0,"control",0
"951",66,"Female",0,0,"control",1
"952",67,"Female",0,0,"acceptability",0
"953",82,"Female",0,0,"acceptability",0
"954",79,"Female",0,0,"responsibility",0
"955",76,"Female",0,0,"control",0
"956",75,"Female",0,0,"responsibility",0
"957",45,"Female",0,1,"acceptability",0
"958",72,"Female",0,0,"acceptability",1
"959",64,"Female",0,0,"responsibility",1
"960",50,"Female",0,1,"responsibility",0
"961",50,"Female",1,0,"acceptability",1
"962",61,"Female",0,1,"control",0
"963",55,"Female",0,1,"acceptability",0
"964",54,"Female",0,0,"control",0
"965",54,"Female",1,0,"responsibility",0
"966",62,"Female",0,1,"acceptability",0
"967",39,"Female",1,1,"control",0
"968",73,"Female",0,0,"responsibility",1
"969",64,"Female",0,1,"responsibility",0
"970",62,"Female",1,1,"acceptability",1
"971",41,"Female",1,0,"control",1
"972",73,"Female",0,0,"control",1
"973",52,"Female",0,1,"responsibility",0
"974",30,"Female",0,0,"responsibility",0
"975",61,"Female",0,1,"responsibility",1
"976",68,"Female",0,0,"acceptability",1
"977",54,"Female",1,1,"responsibility",1
"978",37,"Female",0,1,"control",1
"979",45,"Female",1,1,"control",1
"980",29,"Female",1,1,"acceptability",0
"981",30,"Female",0,0,"responsibility",1
"982",62,"Female",1,0,"acceptability",1
"983",70,"Female",0,1,"responsibility",1
"984",50,"Female",0,0,"responsibility",1
"985",66,"Female",0,1,"acceptability",0
"986",60,"Female",1,0,"responsibility",1
"987",70,"Female",1,0,"acceptability",0
"988",63,"Female",0,1,"responsibility",0
"989",41,"Female",1,1,"control",0
"990",46,"Female",1,0,"control",0
"991",69,"Female",0,0,"control",0
"992",37,"Female",1,0,"acceptability",0
"993",54,"Female",1,0,"acceptability",0
"994",73,"Female",1,1,"responsibility",1
"995",72,"Female",0,0,"control",0
"996",57,"Female",0,0,"responsibility",0
"997",39,"Female",1,1,"responsibility",0
"998",61,"Female",1,0,"acceptability",1
"999",27,"Female",0,0,"control",1
"1000",63,"Female",0,1,"control",0
"1001",35,"Female",1,0,"control",0
"1002",76,"Female",0,0,"responsibility",0
"1003",62,"Female",0,0,"acceptability",1
"1004",78,"Female",0,0,"responsibility",0
"1005",61,"Female",1,1,"acceptability",1
"1006",40,"Female",1,0,"responsibility",0
"1007",57,"Female",0,0,"control",0
"1008",43,"Female",1,1,"responsibility",1
"1009",51,"Female",0,1,"acceptability",0
"1010",65,"Female",1,0,"responsibility",1
"1011",69,"Female",0,0,"acceptability",1
"1012",50,"Female",0,1,"responsibility",1
"1013",63,"Female",0,0,"acceptability",1
"1014",37,"Female",1,0,"responsibility",0
"1015",63,"Female",0,0,"responsibility",1
"1016",65,"Female",0,1,"acceptability",0
"1017",79,"Female",0,0,"control",0
"1018",63,"Female",1,1,"responsibility",0
"1019",73,"Female",0,1,"acceptability",0
"1020",45,"Female",0,0,"responsibility",0
"1021",69,"Female",0,0,"acceptability",1
"1022",62,"Female",1,0,"acceptability",1
"1023",73,"Female",1,0,"control",0
"1024",73,"Female",0,1,"control",0
"1025",69,"Female",0,1,"responsibility",1
"1026",76,"Female",0,0,"responsibility",0
"1027",68,"Female",0,1,"acceptability",0
"1028",57,"Female",0,1,"control",1
"1029",57,"Female",0,1,"acceptability",0
"1030",65,"Female",0,0,"acceptability",1
"1031",87,"Female",0,0,"acceptability",1
"1032",55,"Female",1,1,"control",0
"1033",69,"Female",0,0,"control",0
"1034",59,"Female",0,1,"acceptability",0
"1035",77,"Female",0,0,"control",1
"1036",65,"Female",0,0,"control",0
"1037",49,"Female",0,1,"acceptability",1
"1038",71,"Female",0,0,"responsibility",1
"1039",41,"Female",1,0,"responsibility",0
"1040",29,"Female",1,0,"acceptability",0
"1041",69,"Female",0,1,"control",1
"1042",50,"Female",0,0,"control",1
"1043",68,"Female",1,1,"acceptability",1
"1044",65,"Female",1,0,"control",1
"1045",68,"Female",0,0,"acceptability",1
"1046",59,"Female",1,1,"control",0
"1047",66,"Female",0,0,"control",0
"1048",60,"Female",0,1,"responsibility",1
"1049",61,"Female",0,0,"acceptability",0
"1050",75,"Female",0,0,"control",1
"1051",79,"Female",0,0,"acceptability",1
"1052",59,"Female",0,0,"acceptability",0
"1053",82,"Female",0,0,"responsibility",0
"1054",71,"Female",0,0,"responsibility",0
"1055",64,"Female",0,1,"responsibility",1
"1056",26,"Female",0,0,"control",1
"1057",71,"Female",0,0,"acceptability",1
"1058",74,"Female",0,1,"acceptability",1
"1059",73,"Female",0,0,"control",0
"1060",58,"Female",0,1,"control",0
"1061",19,"Female",0,0,"control",0
"1062",47,"Female",1,0,"responsibility",0
"1063",57,"Female",1,1,"responsibility",0
"1064",34,"Female",1,0,"control",1
"1065",53,"Female",0,1,"control",0
"1066",68,"Female",0,0,"control",1
"1067",73,"Female",0,0,"responsibility",0
"1068",62,"Female",0,1,"control",0
"1069",57,"Female",0,0,"acceptability",0
"1070",50,"Female",1,1,"acceptability",0
"1071",50,"Female",0,0,"responsibility",1
"1072",36,"Female",0,1,"responsibility",0
"1073",69,"Female",1,0,"control",0
"1074",65,"Female",1,0,"acceptability",1
"1075",70,"Female",0,0,"control",1
"1076",61,"Female",0,0,"responsibility",1
"1077",51,"Female",0,1,"responsibility",1
"1078",64,"Female",1,0,"responsibility",1
"1079",42,"Female",0,1,"control",1
"1080",40,"Female",0,0,"control",1
"1081",67,"Female",1,0,"control",1
"1082",52,"Female",1,1,"acceptability",0
"1083",39,"Female",1,1,"acceptability",0
"1084",39,"Female",0,1,"responsibility",1
"1085",68,"Female",0,0,"control",1
"1086",50,"Female",1,0,"acceptability",1
"1087",45,"Female",0,1,"control",0
"1088",66,"Female",0,0,"responsibility",0
"1089",61,"Female",1,0,"responsibility",0
"1090",72,"Female",0,1,"control",1
"1091",35,"Female",1,1,"acceptability",0
"1092",31,"Female",1,0,"responsibility",0
"1093",63,"Female",1,0,"control",1
"1094",18,"Female",0,0,"acceptability",1
"1095",54,"Female",1,1,"responsibility",0
"1096",75,"Female",0,1,"control",1
"1097",35,"Female",0,0,"acceptability",1
"1098",76,"Female",0,0,"control",0
"1099",41,"Female",1,0,"control",0
"1100",58,"Female",1,0,"acceptability",1
"1101",26,"Female",1,0,"control",1
"1102",62,"Female",1,0,"responsibility",0
"1103",69,"Female",1,1,"responsibility",1
"1104",62,"Female",1,1,"acceptability",1
"1105",64,"Female",0,1,"acceptability",1
"1106",76,"Female",0,0,"control",0
"1107",46,"Female",0,1,"acceptability",1
"1108",57,"Female",1,1,"responsibility",0
"1109",63,"Female",0,1,"acceptability",0
"1110",59,"Female",1,0,"acceptability",0
"1111",72,"Female",0,1,"acceptability",0
"1112",68,"Female",0,1,"acceptability",0
"1113",63,"Female",0,1,"acceptability",0
"1114",59,"Female",1,0,"control",1
"1115",27,"Female",1,0,"responsibility",0
"1116",56,"Female",1,1,"responsibility",0
"1117",69,"Female",0,0,"control",0
"1118",82,"Female",1,0,"responsibility",1
"1119",56,"Female",1,0,"acceptability",1
"1120",42,"Female",1,1,"control",1
"1121",64,"Female",1,0,"responsibility",0
"1122",72,"Female",0,1,"acceptability",1
"1123",66,"Female",0,1,"responsibility",1
"1124",51,"Female",1,1,"control",1
"1125",64,"Female",0,0,"acceptability",0
"1126",54,"Female",0,1,"acceptability",0
"1127",40,"Female",0,0,"control",0
"1128",36,"Female",1,0,"responsibility",0
"1129",55,"Female",0,1,"control",1
"1130",78,"Female",0,1,"control",1
"1131",58,"Female",0,1,"acceptability",0
"1132",68,"Female",0,0,"acceptability",0
"1133",60,"Female",0,0,"responsibility",0
"1134",67,"Female",0,0,"acceptability",0
"1135",18,"Female",0,0,"acceptability",1
"1136",61,"Female",0,1,"control",1
"1137",69,"Female",0,0,"control",0
"1138",51,"Female",0,0,"responsibility",0
"1139",36,"Female",1,1,"acceptability",1
"1140",62,"Female",0,1,"responsibility",1
"1141",70,"Female",1,1,"control",1
"1142",77,"Female",0,1,"acceptability",1
"1143",57,"Female",0,1,"acceptability",0
"1144",71,"Female",0,1,"responsibility",0
"1145",32,"Female",0,1,"acceptability",0
"1146",47,"Female",0,1,"acceptability",0
"1147",57,"Female",1,1,"responsibility",0
"1148",48,"Female",0,1,"responsibility",0
"1149",45,"Female",0,1,"responsibility",1
"1150",45,"Female",1,1,"responsibility",0
"1151",64,"Female",0,0,"acceptability",0
"1152",36,"Female",1,1,"responsibility",0
"1153",48,"Female",0,0,"responsibility",1
"1154",42,"Female",1,0,"acceptability",0
"1155",57,"Female",1,0,"responsibility",0
"1156",76,"Female",0,0,"responsibility",1
"1157",73,"Female",0,0,"acceptability",1
"1158",71,"Female",0,1,"acceptability",0
"1159",57,"Female",0,1,"acceptability",0
"1160",45,"Female",1,0,"responsibility",0
"1161",78,"Female",0,1,"responsibility",0
"1162",46,"Female",1,1,"control",1
"1163",74,"Female",0,0,"acceptability",0
"1164",44,"Female",1,1,"responsibility",0
"1165",77,"Female",0,0,"acceptability",1
"1166",66,"Female",0,0,"acceptability",1
"1167",67,"Female",1,1,"responsibility",0
"1168",57,"Female",1,0,"responsibility",0
"1169",65,"Female",0,1,"acceptability",0
"1170",49,"Female",1,1,"acceptability",0
"1171",52,"Female",1,0,"responsibility",0
"1172",71,"Female",0,0,"responsibility",0
"1173",58,"Female",1,0,"responsibility",0
"1174",71,"Female",0,1,"acceptability",1
"1175",66,"Female",0,1,"responsibility",0
"1176",51,"Female",1,1,"control",1
"1177",48,"Female",1,1,"acceptability",0
"1178",63,"Female",0,1,"acceptability",1
"1179",29,"Female",1,0,"control",1
"1180",49,"Female",1,1,"control",0
"1181",37,"Female",1,1,"acceptability",0
"1182",62,"Female",0,0,"responsibility",1
"1183",60,"Female",1,1,"control",1
"1184",40,"Female",1,0,"acceptability",1
"1185",80,"Female",0,0,"control",1
"1186",72,"Female",0,1,"acceptability",1
"1187",49,"Female",1,1,"control",1
"1188",79,"Female",1,0,"responsibility",0
"1189",65,"Female",0,1,"acceptability",0
"1190",64,"Female",0,1,"control",0
"1191",37,"Female",1,0,"responsibility",1
"1192",58,"Female",0,0,"responsibility",1
"1193",60,"Female",1,1,"control",1
"1194",66,"Female",0,0,"control",1
"1195",49,"Female",1,0,"responsibility",0
"1196",55,"Female",0,1,"responsibility",0
"1197",54,"Female",1,1,"responsibility",1
"1198",77,"Female",1,0,"control",0
"1199",35,"Female",0,1,"acceptability",1
"1200",21,"Female",0,0,"acceptability",1
"1201",19,"Female",0,0,"acceptability",0
"1202",43,"Female",0,1,"acceptability",1
"1203",19,"Female",1,0,"control",1
"1204",73,"Female",0,0,"responsibility",0
"1205",19,"Female",0,0,"acceptability",1
"1206",70,"Female",0,0,"acceptability",1
"1207",24,"Female",0,0,"acceptability",1
"1208",37,"Female",1,1,"acceptability",1
"1209",42,"Female",0,1,"acceptability",0
"1210",32,"Female",0,1,"responsibility",0
"1211",26,"Female",1,0,"acceptability",0
"1212",32,"Female",0,0,"control",0
"1213",61,"Female",0,0,"control",1
"1214",56,"Female",0,1,"acceptability",0
"1215",38,"Female",0,1,"responsibility",1
"1216",62,"Female",0,1,"acceptability",0
"1217",50,"Female",1,0,"acceptability",1
"1218",52,"Female",0,1,"control",0
"1219",21,"Female",0,0,"responsibility",1
"1220",37,"Female",1,1,"acceptability",0
"1221",52,"Female",1,1,"control",1
"1222",61,"Female",1,1,"acceptability",1
"1223",45,"Female",1,1,"acceptability",1
"1224",45,"Female",1,1,"acceptability",0
"1225",31,"Female",0,0,"responsibility",0
"1226",26,"Female",1,0,"responsibility",0
"1227",55,"Female",1,1,"acceptability",1
"1228",32,"Female",0,1,"control",0
"1229",53,"Female",1,0,"responsibility",1
"1230",21,"Female",1,1,"acceptability",1
"1231",49,"Female",1,0,"control",1
"1232",49,"Female",1,1,"responsibility",0
"1233",47,"Female",1,1,"responsibility",0
"1234",58,"Female",1,1,"responsibility",0
"1235",38,"Female",1,1,"control",1
"1236",19,"Female",1,0,"acceptability",1
"1237",54,"Female",1,0,"control",0
"1238",30,"Female",0,0,"control",1
"1239",42,"Female",1,0,"control",1
"1240",20,"Female",0,0,"control",0
"1241",41,"Female",1,1,"control",0
"1242",59,"Female",1,0,"responsibility",0
"1243",38,"Male",0,0,"control",1
"1244",18,"Male",0,0,"control",0
"1245",57,"Female",1,1,"responsibility",1
"1246",51,"Female",1,1,"acceptability",0
"1247",18,"Female",0,0,"responsibility",0
"1248",43,"Male",1,0,"acceptability",1
"1249",39,"Female",1,0,"responsibility",1
"1250",27,"Female",1,0,"control",0
"1251",36,"Male",1,1,"control",1
"1252",32,"Female",0,0,"responsibility",1
"1253",34,"Female",0,1,"control",1
"1254",23,"Female",0,0,"control",1
"1255",42,"Male",1,0,"responsibility",0
"1256",34,"Male",1,1,"acceptability",0
"1257",52,"Female",1,0,"responsibility",0
"1258",32,"Female",0,0,"control",1
"1259",20,"Male",1,0,"responsibility",1
"1260",20,"Female",0,0,"responsibility",1
"1261",38,"Female",1,1,"responsibility",1
"1262",42,"Male",1,1,"responsibility",0
"1263",21,"Female",1,0,"responsibility",1
"1264",36,"Male",1,0,"control",0
"1265",18,"Male",0,1,"acceptability",0
"1266",32,"Male",0,0,"control",1
"1267",39,"Male",1,1,"responsibility",1
"1268",38,"Male",1,1,"acceptability",0
"1269",20,"Male",1,0,"responsibility",0
"1270",39,"Male",1,1,"control",0
"1271",34,"Male",1,1,"control",1
"1272",31,"Female",1,0,"control",0
"1273",40,"Male",1,1,"acceptability",1
"1274",39,"Male",1,1,"responsibility",1
"1275",27,"Male",1,0,"control",0
"1276",72,"Female",0,0,"responsibility",0
"1277",24,"Female",0,0,"responsibility",1
"1278",21,"Female",0,1,"responsibility",0
"1279",41,"Male",1,1,"control",1
"1280",36,"Female",1,0,"acceptability",0
"1281",40,"Male",1,1,"acceptability",1
"1282",34,"Female",1,0,"acceptability",0
"1283",23,"Male",1,0,"control",0
"1284",18,"Female",0,0,"control",1
"1285",23,"Female",1,0,"acceptability",1
"1286",39,"Male",1,1,"responsibility",1
"1287",39,"Male",1,1,"acceptability",1
"1288",68,"Female",0,0,"control",1
"1289",20,"Female",0,0,"responsibility",1
"1290",23,"Female",1,0,"acceptability",0
"1291",31,"Female",0,0,"acceptability",0
"1292",42,"Male",1,1,"control",0
"1293",44,"Female",1,0,"control",1
"1294",38,"Male",1,0,"responsibility",1
"1295",43,"Female",1,1,"acceptability",0
"1296",47,"Female",0,0,"control",0
"1297",36,"Male",1,1,"control",0
"1298",43,"Male",1,1,"control",0
"1299",38,"Female",1,1,"responsibility",0
"1300",30,"Female",0,0,"control",0
"1301",32,"Male",0,1,"control",1
"1302",46,"Female",0,0,"control",0
"1303",23,"Male",0,0,"acceptability",0
"1304",43,"Male",1,0,"acceptability",1
"1305",27,"Female",1,0,"responsibility",1
"1306",39,"Male",1,1,"acceptability",0
"1307",18,"Male",1,1,"acceptability",0
"1308",43,"Male",1,0,"responsibility",0
"1309",52,"Female",1,0,"responsibility",0
"1310",36,"Female",0,0,"control",0
"1311",33,"Female",0,1,"control",0
"1312",43,"Male",1,1,"responsibility",0
"1313",35,"Male",1,1,"control",0
"1314",40,"Male",1,0,"acceptability",0
"1315",37,"Female",1,1,"control",1
"1316",45,"Male",1,0,"responsibility",0
"1317",33,"Female",1,1,"acceptability",0
"1318",26,"Male",1,0,"control",1
"1319",39,"Female",1,1,"acceptability",1
"1320",36,"Male",1,0,"responsibility",1
"1321",43,"Male",0,1,"responsibility",1
"1322",47,"Male",1,1,"control",1
"1323",27,"Male",1,1,"responsibility",1
"1324",24,"Female",1,0,"control",0
"1325",30,"Female",0,1,"control",0
"1326",26,"Male",1,0,"control",1
"1327",33,"Female",0,0,"control",1
"1328",21,"Female",0,0,"responsibility",0
"1329",35,"Male",1,1,"acceptability",1
"1330",41,"Male",1,1,"responsibility",1
"1331",64,"Male",0,0,"acceptability",0
"1332",37,"Female",0,1,"control",0
"1333",50,"Male",1,0,"acceptability",1
"1334",38,"Male",1,1,"acceptability",0
"1335",38,"Female",1,1,"acceptability",1
"1336",51,"Male",0,1,"acceptability",0
"1337",30,"Male",1,0,"responsibility",0
"1338",34,"Female",1,1,"control",0
"1339",30,"Female",1,0,"control",1
"1340",32,"Male",0,0,"acceptability",1
"1341",36,"Female",1,0,"control",0
"1342",49,"Female",1,0,"acceptability",0
"1343",24,"Male",0,0,"responsibility",1
"1344",73,"Female",0,0,"acceptability",0
"1345",38,"Female",1,0,"responsibility",0
"1346",45,"Male",0,0,"responsibility",0
"1347",55,"Female",0,0,"responsibility",0
"1348",42,"Male",1,0,"acceptability",1
"1349",45,"Female",1,0,"acceptability",1
"1350",26,"Female",0,0,"control",0
"1351",22,"Female",0,1,"responsibility",1
"1352",40,"Male",0,0,"acceptability",1
"1353",37,"Female",1,0,"responsibility",1
"1354",36,"Female",1,1,"acceptability",1
"1355",37,"Male",1,1,"control",1
"1356",69,"Female",0,0,"responsibility",0
"1357",40,"Female",1,1,"acceptability",0
"1358",59,"Female",1,1,"acceptability",0
"1359",27,"Female",0,1,"responsibility",1
"1360",25,"Female",0,0,"control",1
"1361",67,"Male",0,0,"control",1
"1362",28,"Female",1,0,"acceptability",1
